ID,GeneAssociation,Fullname,Reaction,LowBound,UpBound
R_CBLAT_DELETE, b1270, "Cob(I)alamin adenosyltransferase", M_atp_c + M_cbl1_c + M_h2o_c <-> M_adocbl_c + M_pi_c + M_ppi_c, -999999.0, 999999.0
R_DKMPPD2, , "2 3 diketo 5 methylthio 1 phosphopentane degradation reaction", M_dkmpp_c + 3.0 M_h2o_c -> M_2kmb_c + M_for_c + 6.0 M_h_c + M_pi_c, 0.0, 999999.0
R_GK1, b3648, "Guanylate kinase (GMP:ATP)", M_atp_c + M_gmp_c <-> M_adp_c + M_gdp_c, -999999.0, 999999.0
R_NADDPe, , "NAD diphosphatase (extracellular)", M_h2o_e + M_nad_e -> M_amp_e + 2.0 M_h_e + M_nmn_e, 0.0, 999999.0
R_NTD11, b0480, "5'-nucleotidase (IMP)", M_h2o_c + M_imp_c -> M_ins_c + M_pi_c, 0.0, 999999.0
R_OP4ENH, b0350, "2-oxopent-4-enoate hydratase", M_h2o_c + M_op4en_c -> M_4h2opntn_c, 0.0, 999999.0
R_ALLTAHr, b0516, "Allantoate amidinohydrolase  reversible", M_alltt_c + M_h2o_c -> M_urdglyc_c + M_urea_c, 0.0, 999999.0
R_DHNAOT, b3930, "1,4-dihydroxy-2-naphthoate octaprenyltransferase", M_dhna_c + M_octdp_c -> M_2dmmq8_c + M_co2_c + M_h_c + M_ppi_c, 0.0, 999999.0
R_PTA2, b2297, "Phosphate acetyltransferase", M_pi_c + M_ppcoa_c -> M_coa_c + M_ppap_c, 0.0, 999999.0
R_SELNPS, b1764, "Selenophosphate synthase", M_atp_c + M_h2o_c + M_seln_c -> M_amp_c + M_pi_c + M_selnp_c, 0.0, 999999.0
R_SULR, (b2764 & b2763), "Sulfite reductase (NADPH2)", 5.0 M_h_c + 3.0 M_nadph_c + M_so3_c <-> 3.0 M_h2o_c + M_h2s_c + 3.0 M_nadp_c, -999999.0, 999999.0
R_ETOHt2r, , "Ethanol reversible transport via proton symport", M_etoh_e + M_h_e <-> M_etoh_c + M_h_c, -999999.0, 999999.0
R_ARGabc, ((b2310 & b2307 & b2308 & b2306) | (b0860 & b0861 & b0864 & b0862)), "L-arginine transport via ABC system", M_arg__L_e + M_atp_c + M_h2o_c -> M_adp_c + M_arg__L_c + M_h_c + M_pi_c, 0.0, 999999.0
R_NTPP3, b2781, "Nucleoside triphosphate pyrophosphorylase (dctp)", M_dctp_c + M_h2o_c -> M_dcmp_c + M_h_c + M_ppi_c, 0.0, 999999.0
R_SDPDS, b2472, "Succinyl-diaminopimelate desuccinylase", M_h2o_c + M_sl26da_c -> M_26dap_LL_c + M_succ_c, 0.0, 999999.0
R_UREAt, b3927, "Urea transport via facilitate diffusion", M_urea_e <-> M_urea_c, -999999.0, 999999.0
R_AP4AH, b0049, "Ap4A hydrolase", M_ap4a_c + M_h2o_c -> 2.0 M_adp_c + 2.0 M_h_c, 0.0, 999999.0
R_AACPS2, b2836, "Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)", M_ACP_c + M_atp_c + M_ttdcea_c -> M_amp_c + M_ppi_c + M_tdeACP_c, 0.0, 999999.0
R_DCTPD, b2065, "DCTP deaminase", M_dctp_c + M_h2o_c + M_h_c -> M_dutp_c + M_nh4_c, 0.0, 999999.0
R_DADA, b1623, "Deoxyadenosine deaminase", M_dad_2_c + M_h2o_c + M_h_c -> M_din_c + M_nh4_c, 0.0, 999999.0
R_2DGLCNRy, b3553, "2-dehydro-D-gluconate reductase (NADPH)", M_2dhglcn_c + M_h_c + M_nadph_c -> M_glcn_c + M_nadp_c, 0.0, 999999.0
R_A5PISO, , "Arabinose-5-phosphate isomerase", M_ru5p__D_c <-> M_ara5p_c, -999999.0, 999999.0
R_ADPT, b0469, "Adenine phosphoribosyltransferase", M_ade_c + M_prpp_c -> M_amp_c + M_ppi_c, 0.0, 999999.0
R_GMHEPPA, b0200, "D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase", M_gmhep17bp_c + M_h2o_c -> M_gmhep1p_c + M_pi_c, 0.0, 999999.0
R_GLYBabc, (b2130 & b2128 & b2131 & b2129), "Glycine betaine transport via ABC system", M_atp_c + M_glyb_e + M_h2o_c -> M_adp_c + M_glyb_c + M_h_c + M_pi_c, 0.0, 999999.0
R_GMPR, b0104, "GMP reductase", M_gmp_c + 2.0 M_h_c + M_nadph_c -> M_imp_c + M_nadp_c + M_nh4_c, 0.0, 999999.0
R_NADH10, b1109, "NADH dehydrogenase (menaquinone-8 & 0 protons)", M_h_c + M_mqn8_c + M_nadh_c -> M_mql8_c + M_nad_c, 0.0, 999999.0
R_MMCD, b2919, "Methylmalonyl-CoA decarboxylase", M_h_c + M_mmcoa__S_c -> M_co2_c + M_ppcoa_c, 0.0, 999999.0
R_XYLabc, (b3568 & b3566 & b3567), "D-xylose transport via ABC system", M_atp_c + M_h2o_c + M_xyl__D_e -> M_adp_c + M_h_c + M_pi_c + M_xyl__D_c, 0.0, 999999.0
R_DGSNt2, b2964, "Deoxyguanosine transport in via proton symport", M_dgsn_e + M_h_e -> M_dgsn_c + M_h_c, 0.0, 999999.0
R_LPLIPA5, b3825, "Lysophospholipase L (acyl transfer to phosphatidylglycerol)", 0.02 M_agpc_EC_c + 0.02 M_pg_EC_c -> 0.02 M_apg_EC_c + M_g3pc_c, 0.0, 999999.0
R_MAN6Pt6_2, b3666, "Mannose-6-phosphate transport via phosphate antiport", M_man6p_e + 2.0 M_pi_c -> M_man6p_c + 2.0 M_pi_e, 0.0, 999999.0
R_EX_glyclt_e, , "Glycolate exchange", M_glyclt_e <-> M_glyclt_b, -999999.0, 999999.0
R_TMAOR1, (b0894 & b0896 & b0895), "Trimethylamine N-oxide reductase (menaquinol 8)", M_h_c + M_mql8_c + M_tmao_c -> M_h2o_c + M_mqn8_c + M_tma_c, 0.0, 999999.0
R_FRD3, (b4151 & b4154 & b4153 & b4152), "Fumarate reductase", M_2dmmql8_c + M_fum_c -> M_2dmmq8_c + M_succ_c, 0.0, 999999.0
R_EX_rib__D_e, , "D-Ribose exchange", M_rib__D_e <-> M_rib__D_b, -999999.0, 999999.0
R_PROD2, b1014, "Proline dehydrogenase", M_fad_c + M_pro__L_c -> M_1pyr5c_c + M_fadh2_c + M_h_c, 0.0, 999999.0
R_TDSK, b0915, "Tetraacyldisaccharide 4'kinase", M_atp_c + M_lipidAds_c -> M_adp_c + M_h_c + M_lipidA_c, 0.0, 999999.0
R_SERt4, b3089, "L-serine via sodium symport", M_na1_e + M_ser__L_e -> M_na1_c + M_ser__L_c, 0.0, 999999.0
R_SUCBZL, b2260, "O-succinylbenzoate-CoA ligase", M_atp_c + M_coa_c + M_sucbz_c -> M_amp_c + M_ppi_c + M_sbzcoa_c, 0.0, 999999.0
R_LACZ, (b0344 | b2132), "B-galactosidase", M_h2o_c + M_lcts_c -> M_gal_c + M_glc__D_c, 0.0, 999999.0
R_DHAPT, (b2415 & b1200 & b1199 & b2416 & b1198), "Dihydroxyacetone phosphotransferase", M_dha_c + M_pep_c -> M_dhap_c + M_pyr_c, 0.0, 999999.0
R_GLUCYS, b2688, "Gamma-glutamylcysteine synthetase", M_atp_c + M_cys__L_c + M_glu__L_c -> M_adp_c + M_glucys_c + M_h_c + M_pi_c, 0.0, 999999.0
R_AHCi, , "Adenosylhomocysteinase", M_ahcys_c + M_h2o_c <-> M_adn_c + M_hcys__L_c, -999999.0, 999999.0
R_GSPMDA, b2988, "Glutathionylspermidine amidase", M_gtspmd_c + M_h2o_c -> M_gthrd_c + M_spmd_c, 0.0, 999999.0
R_EX_2ddglcn_e, , "2-Dehydro-3-deoxy-D-gluconate exchange", M_2ddglcn_e <-> M_2ddglcn_b, -999999.0, 999999.0
R_PUNP5, (b2407 | b4384), "Purine-nucleoside phosphorylase (Inosine)", M_ins_c + M_pi_c <-> M_hxan_c + M_r1p_c, -999999.0, 999999.0
R_CDAPPA_EC, b3918, "CDP-Diacylglycerol pyrophostatase (Ecoli)", 0.02 M_cdpdag_EC_c + M_h2o_c -> M_cmp_c + 2.0 M_h_c + 0.02 M_pa_EC_c, 0.0, 999999.0
R_DCYTD, b2143, "Deoxycytidine deaminase", M_dcyt_c + M_h2o_c + M_h_c -> M_duri_c + M_nh4_c, 0.0, 999999.0
R_RIBabc, ((b4229 & b4231 & b4230 & b4227 & b4228) | (b3750 & b3749 & b3751 & b3748)), "D-ribose transport via ABC system", M_atp_c + M_h2o_c + M_rib__D_e -> M_adp_c + M_h_c + M_pi_c + M_rib__D_c, 0.0, 999999.0
R_TMDK1, b1238, "Thymidine kinase (ATP:thymidine)", M_atp_c + M_thymd_c -> M_adp_c + M_dtmp_c + M_h_c, 0.0, 999999.0
R_AOXSr, b0776, "8-amino-7-oxononanoate synthase", M_ala__L_c + M_h_c + M_pmcoa_c <-> M_8aonn_c + M_co2_c + M_coa_c, -999999.0, 999999.0
R_FCLPA, (b2800 | b2738), "L-fuculose 1-phosphate aldolase", M_fc1p_c <-> M_dhap_c + M_lald__L_c, -999999.0, 999999.0
R_CSNt2, b0336, "Cytosine transport in via proton symport", M_csn_e + M_h_e -> M_csn_c + M_h_c, 0.0, 999999.0
R_ACHBS, ((b3670 & b3671) | (b0077 & b0078) | (b3768 & b3769 & b3767)), "2-aceto-2-hydroxybutanoate synthase", M_2obut_c + M_h_c + M_pyr_c -> M_2ahbut_c + M_co2_c, 0.0, 999999.0
R_DHBSr, b0594, "2,3-dihydroxybenzoate adenylate synthase", M_23dhb_c + M_atp_c <-> M_23dhba_c + M_ppi_c, -999999.0, 999999.0
R_EX_malt_e, , "Maltose exchange", M_malt_e <-> M_malt_b, -999999.0, 999999.0
R_ACCOAC, (b0185 & b3255 & b3256 & b2316), "Acetyl-CoA carboxylase", M_accoa_c + M_atp_c + M_hco3_c <-> M_adp_c + M_h_c + M_malcoa_c + M_pi_c, -999999.0, 999999.0
R_XANt, , "Xanthine reversible transport", M_xan_e <-> M_xan_c, -999999.0, 999999.0
R_ALAALAr, (b0381 | b0092), "D-alanine-D-alanine ligase (reversible)", 2.0 M_ala__D_c + M_atp_c <-> M_adp_c + M_alaala_c + M_h_c + M_pi_c, -999999.0, 999999.0
R_L_LACt2r, (b3603 | b2975), "L lactate reversible transport via proton symport", M_h_e + M_lac__L_e <-> M_h_c + M_lac__L_c, -999999.0, 999999.0
R_CO2t, , "CO2 transporter via diffusion", M_co2_e <-> M_co2_c, -999999.0, 999999.0
R_IPDPS, b0029, "1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)", M_h2mb4p_c + M_h_c + M_nadh_c -> M_h2o_c + M_ipdp_c + M_nad_c, 0.0, 999999.0
R_MLTG5, b0403, "Maltodextrin glucosidase (maltoheptaose)", M_h2o_c + M_malthp_c -> M_glc__D_c + M_malthx_c, 0.0, 999999.0
R_BIOMASS_Ecoli, , "BiomassEcoli", 0.05 M_5mthf_c + 5e-05 M_accoa_c + 0.488 M_ala__L_c + 0.001 M_amp_c + 0.281 M_arg__L_c + 0.229 M_asn__L_c + 0.229 M_asp__L_c + 45.7318 M_atp_c + 0.000129 M_clpn_EC_c + 6e-06 M_coa_c + 0.126 M_ctp_c + 0.087 M_cys__L_c + 0.0247 M_datp_c + 0.0254 M_dctp_c + 0.0254 M_dgtp_c + 0.0247 M_dttp_c + 1e-05 M_fad_c + 0.25 M_gln__L_c + 0.25 M_glu__L_c + 0.582 M_gly_c + 0.154 M_glycogen_c + 0.203 M_gtp_c + 45.5608 M_h2o_c + 0.09 M_his__L_c + 0.276 M_ile__L_c + 0.428 M_leu__L_c + 0.0084 M_lps_EC_c + 0.326 M_lys__L_c + 0.146 M_met__L_c + 0.00215 M_nad_c + 5e-05 M_nadh_c + 0.00013 M_nadp_c + 0.0004 M_nadph_c + 0.001935 M_pe_EC_c + 0.0276 M_peptido_EC_c + 0.000464 M_pg_EC_c + 0.176 M_phe__L_c + 0.21 M_pro__L_c + 5.2e-05 M_ps_EC_c + 0.035 M_ptrc_c + 0.205 M_ser__L_c + 0.007 M_spmd_c + 3e-06 M_succoa_c + 0.241 M_thr__L_c + 0.054 M_trp__L_c + 0.131 M_tyr__L_c + 0.003 M_udpg_c + 0.136 M_utp_c + 0.402 M_val__L_c -> 45.5608 M_adp_c + 45.56035 M_h_c + 45.5628 M_pi_c + 0.7302 M_ppi_c, 0.0, 999999.0
R_EX_co2_e, , "CO2 exchange", M_co2_e <-> M_co2_b, -999999.0, 999999.0
R_AMALT3, b3416, "Amylomaltase (maltopentaose)", M_malt_c + M_maltpt_c -> M_glc__D_c + M_malthx_c, 0.0, 999999.0
R_PAPPT3, b0087, "Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)", M_udcpp_c + M_ugmda_c -> M_uagmda_c + M_ump_c, 0.0, 999999.0
R_RNTR4, b4238, "Ribonucleoside triphosphate reductase  UTP ", M_trdrd_c + M_utp_c -> M_dutp_c + M_h2o_c + M_trdox_c, 0.0, 999999.0
R_OMPDC, b1281, "Orotidine-5'-phosphate decarboxylase", M_h_c + M_orot5p_c -> M_co2_c + M_ump_c, 0.0, 999999.0
R_PGPP_EC, (b0418 | b1278), "Phosphatidylglycerol phosphate phosphatase (Ecoli)", M_h2o_c + 0.02 M_pgp_EC_c -> 0.02 M_pg_EC_c + M_pi_c, 0.0, 999999.0
R_ARGSL, b3960, "Argininosuccinate lyase", M_argsuc_c <-> M_arg__L_c + M_fum_c, -999999.0, 999999.0
R_SPMDAT1, b1584, "Spermidine acetyltransferase", M_accoa_c + M_spmd_c -> M_N1aspmd_c + M_coa_c + M_h_c, 0.0, 999999.0
R_NDPK2, b2518, "Nucleoside-diphosphate kinase (ATP:UDP)", M_atp_c + M_udp_c <-> M_adp_c + M_utp_c, -999999.0, 999999.0
R_DMATT, b0421, "Dimethylallyltranstransferase", M_dmpp_c + M_ipdp_c -> M_grdp_c + M_ppi_c, 0.0, 999999.0
R_PPM, (b4383 | b3380), "Phosphopentomutase", M_r1p_c <-> M_r5p_c, -999999.0, 999999.0
R_HPYRRx, (b1033 | b3553), "Hydroxypyruvate reductase (NADH)", M_h_c + M_hpyr_c + M_nadh_c -> M_glyc__R_c + M_nad_c, 0.0, 999999.0
R_URIDK2r, b0171, "Uridylate kinase (dUMP)", M_atp_c + M_dump_c <-> M_adp_c + M_dudp_c, -999999.0, 999999.0
R_RNDR4, (b2234 & b2235), "Ribonucleoside-diphosphate reductase (UDP)", M_trdrd_c + M_udp_c -> M_dudp_c + M_h2o_c + M_trdox_c, 0.0, 999999.0
R_DXPS, b0420, "1-deoxy-D-xylulose 5-phosphate synthase", M_g3p_c + M_h_c + M_pyr_c -> M_co2_c + M_dxyl5p_c, 0.0, 999999.0
R_TREHe, b1197, "Alpha,alpha-trehalase", M_h2o_e + M_tre_e -> 2.0 M_glc__D_e, 0.0, 999999.0
R_GLCRt2r, (b3127 | b2789), "D-glucarate transport via proton symport, reversible", M_glcr_e + M_h_e <-> M_glcr_c + M_h_c, -999999.0, 999999.0
R_NADH7, (b2285 & b2284 & b2281 & b2287 & b2276 & b2283 & b2288 & b2282 & b2286 & b2277 & b2278 & b2280 & b2279), "NADH dehydrogenase (menaquinone-8 & 2 protons)", 3.0 M_h_c + M_mqn8_c + M_nadh_c -> 2.0 M_h_e + M_mql8_c + M_nad_c, 0.0, 999999.0
R_GLUDy, b1761, "Glutamate dehydrogenase (NADP)", M_glu__L_c + M_h2o_c + M_nadp_c <-> M_akg_c + M_h_c + M_nadph_c + M_nh4_c, -999999.0, 999999.0
R_IGPDH, b2022, "Imidazoleglycerol-phosphate dehydratase", M_eig3p_c -> M_h2o_c + M_imacp_c, 0.0, 999999.0
R_PGK, b2926, "Phosphoglycerate kinase", M_3pg_c + M_atp_c <-> M_13dpg_c + M_adp_c, -999999.0, 999999.0
R_DNMPPA, , "Dihydroneopterin monophosphate dephosphorylase", M_dhpmp_c + M_h2o_c -> M_dhnpt_c + M_pi_c, 0.0, 999999.0
R_MELIBt2, b4120, "Melibiose transport in via symport", M_h_e + M_melib_e -> M_h_c + M_melib_c, 0.0, 999999.0
R_DINSt2, b2964, "Deoxyinosine transport in via proton symport", M_din_e + M_h_e -> M_din_c + M_h_c, 0.0, 999999.0
R_PYK, (b1854 | b1676), "Pyruvate kinase", M_adp_c + M_h_c + M_pep_c -> M_atp_c + M_pyr_c, 0.0, 999999.0
R_G1PTT, (b3789 | b2039), "Glucose-1-phosphate thymidylyltransferase", M_dttp_c + M_g1p_c + M_h_c -> M_dtdpglu_c + M_ppi_c, 0.0, 999999.0
R_HDCAt2, b2344, "Hexadecanoate transport via proton symport", M_h_e + M_hdca_e -> M_h_c + M_hdca_c, 0.0, 999999.0
R_CRNBTCT, b0038, "Gamma-butyrobetainyl-CoA: carnitine CoA transferase", M_bbtcoa_c + M_crn_c <-> M_crncoa_c + M_gbbtn_c, -999999.0, 999999.0
R_GLCt2, b2943, "D-glucose transport in via proton symport", M_glc__D_e + M_h_e -> M_glc__D_c + M_h_c, 0.0, 999999.0
R_HPPK2, b0142, "6-hydroxymethyl-dihydropterin pyrophosphokinase", M_6hmhpt_c + M_atp_c -> M_6hmhptpp_c + M_amp_c + M_h_c, 0.0, 999999.0
R_NDPK4, b2518, "Nucleoside-diphosphate kinase (ATP:dTDP)", M_atp_c + M_dtdp_c <-> M_adp_c + M_dttp_c, -999999.0, 999999.0
R_UAGAAT, b0181, "UDP-N-acetylglucosamine acyltransferase", M_3hmrsACP_c + M_uacgam_c <-> M_ACP_c + M_u3aga_c, -999999.0, 999999.0
R_UDPG4E, b0759, "UDPglucose 4-epimerase", M_udpg_c <-> M_udpgal_c, -999999.0, 999999.0
R_EX_ocdca_e, , "Octadecanoate (n-C18:0) exchange", M_ocdca_e <-> M_ocdca_b, -999999.0, 999999.0
R_C161SN, (b2323 & b0180 & b0954 & b1093 & b1288), "Fatty acid biosynthesis (n-C16:1)", M_actACP_c + 19.0 M_h_c + 6.0 M_malACP_c + 13.0 M_nadph_c -> 6.0 M_ACP_c + 6.0 M_co2_c + 7.0 M_h2o_c + M_hdeACP_c + 13.0 M_nadp_c, 0.0, 999999.0
R_AIRC3, b0523, "Phosphoribosylaminoimidazole carboxylase (mutase rxn)", M_5aizc_c <-> M_5caiz_c, -999999.0, 999999.0
R_PGM, (b3612 | b4395 | b0755), "Phosphoglycerate mutase", M_2pg_c <-> M_3pg_c, -999999.0, 999999.0
R_G5SD, b0243, "Glutamate-5-semialdehyde dehydrogenase", M_glu5p_c + M_h_c + M_nadph_c -> M_glu5sa_c + M_nadp_c + M_pi_c, 0.0, 999999.0
R_TYRt2r, (b0576 | b0112 | b1907), "L tyrosine reversible transport via proton symport", M_h_e + M_tyr__L_e <-> M_h_c + M_tyr__L_c, -999999.0, 999999.0
R_U23GAAT, b0179, "UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase", M_3hmrsACP_c + M_u3hga_c -> M_ACP_c + M_h_c + M_u23ga_c, 0.0, 999999.0
R_PSSA_EC, b2585, "Phosphatidylserine syntase (Ecoli)", 0.02 M_cdpdag_EC_c + M_ser__L_c <-> M_cmp_c + M_h_c + 0.02 M_ps_EC_c, -999999.0, 999999.0
R_FDH2, ((b1476 & b1474 & b1475) | b4079 | (b3892 & b3894 & b3893)), "Formate dehydrogenase (quinone-8: 2 protons)", M_for_c + 3.0 M_h_c + M_q8_c -> M_co2_c + 2.0 M_h_e + M_q8h2_c, 0.0, 999999.0
R_GUAt, , "Guanine transport", M_gua_e <-> M_gua_c, -999999.0, 999999.0
R_EX_26dap__M_e, , "Meso-2,6-Diaminoheptanedioate exchange", M_26dap__M_e <-> M_26dap__M_b, -999999.0, 999999.0
R_FRUpts, (b2415 & b2416 & b2167 & b2169), "D-fructose transport via PEP:Pyr PTS", M_fru_e + M_pep_c -> M_f1p_c + M_pyr_c, 0.0, 999999.0
R_GPDDA5, b2239, "Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)", M_g3pi_c + M_h2o_c -> M_glyc3p_c + M_h_c + M_inost_c, 0.0, 999999.0
R_EX_ura_e, , "Uracil exchange", M_ura_e <-> M_ura_b, -999999.0, 999999.0
R_EX_acac_e, , "Acetoacetate exchange", M_acac_e <-> M_acac_b, -999999.0, 999999.0
R_ADD, b3665, "Adenine deaminase", M_ade_c + M_h2o_c + M_h_c -> M_hxan_c + M_nh4_c, 0.0, 999999.0
R_ACGS, b2818, "N-acetylglutamate synthase", M_accoa_c + M_glu__L_c -> M_acglu_c + M_coa_c + M_h_c, 0.0, 999999.0
R_CYSS, (b2414 | b2421), "Cysteine synthase", M_acser_c + M_h2s_c -> M_ac_c + M_cys__L_c + M_h_c, 0.0, 999999.0
R_EX_but_e, , "Butyrate (n-C4:0) exchange", M_but_e <-> M_but_b, -999999.0, 999999.0
R_PPTGS, , "Peptidoglycan subunit synthesis", M_uaagmda_c -> M_h_c + M_peptido_EC_c + M_udcpdp_c, 0.0, 999999.0
R_EX_glyb_e, , "Glycine betaine exchange", M_glyb_e <-> M_glyb_b, -999999.0, 999999.0
R_GLUPRT, b2312, "Glutamine phosphoribosyldiphosphate amidotransferase", M_gln__L_c + M_h2o_c + M_prpp_c -> M_glu__L_c + M_ppi_c + M_pram_c, 0.0, 999999.0
R_PUNP4, (b2407 | b4384), "Purine-nucleoside phosphorylase (Deoxyguanosine)", M_dgsn_c + M_pi_c <-> M_2dr1p_c + M_gua_c, -999999.0, 999999.0
R_ICHORS, (b2265 | b0593), "Isochorismate synthase", M_chor_c -> M_ichor_c, 0.0, 999999.0
R_GOFUCR, b2052, "GDP-4-oxo-L-fucose reductase", M_gdpofuc_c + M_h_c + M_nadph_c -> M_gdpfuc_c + M_nadp_c, 0.0, 999999.0
R_LDH_D, (b2133 | b1380), "D-lactate dehydrogenase", M_lac__D_c + M_nad_c <-> M_h_c + M_nadh_c + M_pyr_c, -999999.0, 999999.0
R_TREH, b3519, "Alpha,alpha-trehalase", M_h2o_c + M_tre_c -> 2.0 M_glc__D_c, 0.0, 999999.0
R_RMK, b3904, "Rhamnulokinase", M_atp_c + M_rml_c -> M_adp_c + M_h_c + M_rml1p_c, 0.0, 999999.0
R_PSP_L, b4388, "Phosphoserine phosphatase (L-serine)", M_h2o_c + M_pser__L_c -> M_pi_c + M_ser__L_c, 0.0, 999999.0
R_SUCD4, (b0722 & b0721 & b0723 & b0724), "Succinate dehyrdogenase", M_fadh2_c + M_q8_c <-> M_fad_c + M_q8h2_c, -999999.0, 999999.0
R_DAPDC, b2838, "Diaminopimelate decarboxylase", M_26dap__M_c + M_h_c -> M_co2_c + M_lys__L_c, 0.0, 999999.0
R_SULabc, ((b2422 & b2425 & b2423 & b2424) | (b2422 & b2423 & b2424 & b2413 & b3917)), "Sulfate transport via ABC system", M_atp_c + M_h2o_c + M_so4_e -> M_adp_c + M_h_c + M_pi_c + M_so4_c, 0.0, 999999.0
R_ACALDt, , "Acetaldehyde reversible transport", M_acald_e <-> M_acald_c, -999999.0, 999999.0
R_MEPCT, b2747, "2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase", M_2me4p_c + M_ctp_c + M_h_c -> M_4c2me_c + M_ppi_c, 0.0, 999999.0
R_MCOATA, b1092, "Malonyl-CoA-ACP transacylase", M_ACP_c + M_malcoa_c <-> M_coa_c + M_malACP_c, -999999.0, 999999.0
R_PROabc, (b2679 & b2677 & b2678), "L-proline transport via ABC system", M_atp_c + M_h2o_c + M_pro__L_e -> M_adp_c + M_h_c + M_pi_c + M_pro__L_c, 0.0, 999999.0
R_PRPPS, b1207, "Phosphoribosylpyrophosphate synthetase", M_atp_c + M_r5p_c <-> M_amp_c + M_h_c + M_prpp_c, -999999.0, 999999.0
R_DHFS_1, b2315, "Dihydrofolate synthase", M_atp_c + M_dhpt_c + M_glu__L_c -> M_adp_c + M_dhf_c + M_pi_c, 0.0, 999999.0
R_EX_o2_e, , "O2 exchange", M_o2_e <-> M_o2_b, -20.0, 0.0
R_PRAIS, b2499, "Phosphoribosylaminoimidazole synthase", M_atp_c + M_fpram_c -> M_adp_c + M_air_c + 2.0 M_h_c + M_pi_c, 0.0, 999999.0
R_DDGLK, b3526, "2-dehydro-3-deoxygluconokinase", M_2ddglcn_c + M_atp_c -> M_2ddg6p_c + M_adp_c + M_h_c, 0.0, 999999.0
R_EX_ttdca_e, , "Tetradecanoate (n-C14:0) exchange", M_ttdca_e <-> M_ttdca_b, -999999.0, 999999.0
R_MANpts, (b2415 & b2416 & b1818 & b1819 & b1817), "D-mannose transport via PEP:Pyr PTS", M_man_e + M_pep_c -> M_man6p_c + M_pyr_c, 0.0, 999999.0
R_TAURabc, (b0365 & b0367 & b0366), "Taurine transport via ABC system", M_atp_c + M_h2o_c + M_taur_e -> M_adp_c + M_h_c + M_pi_c + M_taur_c, 0.0, 999999.0
R_ILETA, b3770, "Isoleucine transaminase", M_akg_c + M_ile__L_c <-> M_3mop_c + M_glu__L_c, -999999.0, 999999.0
R_PGSA_EC, b1912, "Phosphatidylglycerol synthase (Ecoli)", 0.02 M_cdpdag_EC_c + M_glyc3p_c <-> M_cmp_c + M_h_c + 0.02 M_pgp_EC_c, -999999.0, 999999.0
R_NTRIR2x, (b3365 & b3366), "Nitrite Reductase (NADH)", 5.0 M_h_c + 3.0 M_nadh_c + M_no2_c -> 2.0 M_h2o_c + 3.0 M_nad_c + M_nh4_c, 0.0, 999999.0
R_PGLYCP, b3385, "Phosphoglycolate phosphatase", M_2pglyc_c + M_h2o_c -> M_glyclt_c + M_pi_c, 0.0, 999999.0
R_PSD_EC, b4160, "Phosphatidylserine decarboxylase (Ecoli)", M_h_c + 0.02 M_ps_EC_c -> M_co2_c + 0.02 M_pe_EC_c, 0.0, 999999.0
R_DMQMT, b2232, "3-Dimethylubiquinonol 3-methyltransferase", M_2omhmbl_c + M_amet_c -> M_ahcys_c + M_h_c + M_q8h2_c, 0.0, 999999.0
R_C140SN, ((b0180 & b2323 & b1093 & b1288) | (b2323 & b0954 & b1093 & b1288) | (b0954 & b1095 & b1093 & b1288) | (b0180 & b1095 & b1288 & b1093)), "Fatty acid biosynthesis (n-C14:0)", M_actACP_c + 17.0 M_h_c + 5.0 M_malACP_c + 12.0 M_nadph_c -> 5.0 M_ACP_c + 5.0 M_co2_c + 6.0 M_h2o_c + M_myrsACP_c + 12.0 M_nadp_c, 0.0, 999999.0
R_BUTCT, (b2222 & b2221), "Acetyl-CoA:butyrate-CoA transferase", M_accoa_c + M_but_c -> M_ac_c + M_btcoa_c, 0.0, 999999.0
R_PUNP7, (b2407 | b4384), "Purine-nucleoside phosphorylase (Xanthosine)", M_pi_c + M_xtsn_c <-> M_r1p_c + M_xan_c, -999999.0, 999999.0
R_EX_akg_e, , "2-Oxoglutarate exchange", M_akg_e <-> M_akg_b, -999999.0, 999999.0
R_MTHFD_1, b0529, "Methylenetetrahydrofolate dehydrogenase (NADP)", M_mlthf_c + M_nadp_c <-> M_h_c + M_methf_c + M_nadph_c, -999999.0, 999999.0
R_SHCHCS2, b2264, "2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase", M_ichor_c + M_ssaltpp_c -> M_2shchc_c + M_pyr_c + M_thmpp_c, 0.0, 999999.0
R_DHCIND, b2541, "2,3-dihydroxycinnamate dehydrogenase", M_cenchddd_c + M_nad_c -> M_dhcinnm_c + M_h_c + M_nadh_c, 0.0, 999999.0
R_THMDt2_copy1, (b2964 | b2393), "Thymidine transport in via proton symport", M_h_e + M_thymd_e -> M_h_c + M_thymd_c, 0.0, 999999.0
R_EX_acmana_e, , "N-Acetyl-D-mannosamine exchange", M_acmana_e <-> M_acmana_b, -999999.0, 999999.0
R_EX_for_e, , "Formate exchange", M_for_e <-> M_for_b, -999999.0, 999999.0
